Book_name,Book_price,Book_postage
STEPHEN BAXTER: PROXIMA 2013 P/Back + Sequel ULTIMA 2014 1st Ed. H/Cover D/W,£15.22,£47.61
Whispers from the unicorn: Close encounter - unicorn interactive journal ages 7-,£3.01,£1.99
Edward Packard DEADWOOD CITY Vintage CHOOSE YOUR OWN ADVENTURE Book 8 1980 ,£20.04,£16.88
5 Star Trek Novels - Original Crew - Pocket Books 1980's - Kirk Spock McCoy Sulu,£28.16,£14.07
Anne McCaffrey x 10 books available individually vintage paperbacks Fantasy,£5.50 to £14.99,£18.95
"Ballard, J G; The Terminal Beach; Gollancz; Hardcover; ",£59.85,£10.00
'Doctor Who: The Dalek Generation' by Nicholas Briggs - 2013 UK Hardback,£5.49,£18.75
"Fiasco, Lem, Stanislaw, Good Condition, ISBN 9780156306300",£8.19,£7.71
Star Wars The Old Republic Revan Drew Karpyshyn 2011 Very Good Cond HB w DJ,£56.38,£30.36
"Songs From The Stars, by Norman Spinrad - paperback, Arrow Books, 1982",£5.00,£7.50
Star Wars Tales From The New Republic Paperback Novel Book - Michael A....,£11.28,£19.62
CHELSEA QUINN YARBRO Cautionary Tales 1980 1st Edition WARNER Books Vtg Sci Fi,£31.32,£16.88
David A Kyle THE LENSMEN 1983 Vintage David A Kyle Paperback Vtg E.E. Doc Smith,£31.32,£16.88
Roswell: A New Beginning - Kevin Ryan first edition & printing Simon Pulse 2003 ,£39.99,£20.00
Gone Series By Michael Grant Complete 1 to 6 Book Set YA Dystopian Thriller,£16.88,£50.74
"Doctor Who and the Sontaran Experiment, by Ian Marter - paperback, Target, 1984",£6.00,£7.50
The Dreaming Void by Peter F. Hamilton Galaxy Star System Paperback Large Book,£15.22,£27.62
'Doctor Who: Sting of the Zygons' by Stephen Cole - 2007 UK Hardback,£5.49,£18.75
"Warhammer 40,000: 'Straight Silver' by Dan Abnett - 2002 US Paperback",£16.99,£11.50
"Alan Dean Foster - 5 PBKS -Flinx in Flux, A Call To Arms, Nor Crystal Tears ",£7.98,£22.46
"Islands in the Sky, by Arthur C. Clarke - paperback, Puffin Books, 1980 reprint",£4.00,£7.50
Star Wars Trilogy Special Edition - Complete Trilogy (Del Rey Paperbacks),£19.73,£20.75
THE DOCTOR WHO TECHNICAL MANUAL Official Anniversary Volume 1963 Sci-Fi FICTION,£30.22,£16.88
PHILIP JOSE FARMER Behind THe Walls of Terra Book Vtg PHILIP JOSE FARMER Sphere,£31.32,£16.88
JANE LINDSKOLD Marks of Our Brothers Vtg Jane Lindskold 1995 1st Edition AvoNova,£37.58,£16.88
Be an Interplanetary Spy #4: Space Olympics,£5.64,£17.93
"Warhammer 40,000: Silent Hunters by Edoardo Albert (Hardback Book)",£56.38,£47.61
Melissa Landers Starflight Starfall Hardcover Book Pair Exc Condition First Edit,£14.09,£47.61
Dean R Koontz  ANTI-MAN  1st US EDITION PAPERBACK 1970,£12.99,£8.30
RAY BRADBURY Fahrenheit 451 Book Banned Book Media Drugs Conformity Book Burning,£31.32,£16.88
K.A. APPLEGATE The Ultimate Vtg ANIMORPHS Book 50 Vtg K.A Applegate Vtg Owl Book,£31.32,£16.88
"Out of Their Minds, Clifford D Simak - vintage SF, 1973, Bruce Pennington cover",£4.00,£7.50
Ready Player One by Ernest Cline YA Dystopia Science Fiction Adventure Paperback,£6.17,£16.91
"Tom Swift: Terror on the Moons of Jupiter, by Victor Appleton - Carousel, 1981",£6.00,£7.50
L. RON HUBBARD The Invaders Plan MISSION EARTH 1 Gerry Grace Art Vintage SCI FI,£12.53,£16.88
BRIAN M. STABLEFORD Wildeblood's Empire Vintage Brian M. Stableford First Ed,£37.58,£16.88
ROBERT A. HEINLEIN Space Family Stone Vtg Robert Heinlein Book 1985 Vtg NEL Book,£25.05,£16.88
WALT and LEIGH RICHMOND Siva Vtg Sci Fi Book Planet Energy Book Pyramids Book,£25.05,£16.88
The Gap Cycle series complete 1 2 3 4 5 - Stephen Donaldson,£45.07,£25.34
DAMON KNIGHT Orbit 7 Vtg Gene Wolfe Vtg Thomas M. Disch Book Vtg Richard Hill,£37.58,£16.88
"Greybeard, by Brian W. Aldiss - vintage SF paperback, Panther, 1972",£5.00,£7.50
"Star Wars: Legacy Volumes 1-3, Broken, Shards, Claw of the Dragon  TPB",£59.20,£39.41
Lot of 2x Warhammer 40k Books Execution Hour & Shadow Point by Gordon Rennie!,£50.18,£28.95
"Lot of 6x James Dashner Science Fiction Books! The Maze Runner, The Death Cure",£25.37,£47.61
J G Ballard: UK New Worlds Set: March 1964 Terminal Beach - June 1963 End-Game,£39.99,£25.00
"Star Wars: Crucible by Troy Denning (Hardcover, 2013)",£14.09,£30.08
Harry Potter by JK Rowling - Set Lot of 6 Scholastic Paperbacks Books 2 to 7,£20.29,£76.36
Doctor Who 3 Hardcover Books Novels Apollo 23 Paradox Lost Touched By An Angel,£16.91,£47.61
"Twilight: Red Edged Special Edition,Stephenie Meyer",£3.09,£4.99
GILLIAN RUBINSTEIN Space Demons Vtg GILLIAN RUBINSTEIN Vtg Sci Fi Vtg Demon Book,£14.40,£16.88
FRED HYLE A For Andromeda Book 1970 John Elliot Vtg Corgi Book Vtg Sci Fi Book,£20.04,£16.88
"Star Wars RPG Isis Coordinates by West End Games (First Edition, paperback, 1990",£34.95,£20.75
"Perry Rhodan 94: Action: Division 3, by Kurt Mahr - Ace Books, 1976",£6.00,£7.50
Inverted World by Christopher Priest (2010) NEW,£4.97,£8.75
"Dreamsnake, by Vonda N. McIntyre - SF paperback, Pan Books, 1979",£6.00,£7.50
The Bromeliad Trilogy: Hardback Collection by Terry Pratchett,£13.68,£17.99
The Gate of Bones Limited Edition by Andy Clark Warhammer 40k Games Workshop,£169.10,£56.38
"Warhammer 40,000: Cult of the Warmason by C L Werner (Paperback Book)",£36.64,£39.10
"Doctor Who and The Planet of the Spiders, by Terrance Dicks - Target Books, 1982",£5.00,£7.50
THEODORE STURGEON The Dreaming Jewels Book Vtg THEODORE STURGEON 1975 Corgi Book,£20.04,£16.88
LOUISE LAWRENCE Dreamweaver 1997 Young Adult Sci Fi Book TEENAGE Sci Fi KIDS Bk,£10.64,£16.88
The Compass Rose by Ursula Le Guin 1982 UK 1st/1st HB Gollancz ,£34.99,£25.00
"Prince of Scorpio (Dray Prescot 5), by Alan Burt Akers - DAW Book 97, 1974",£6.00,£7.50
 New Shade's Children Garth Nix 1st Edn 14th birthday Future Science Shades PB,£3.99,£5.70
Doctor Who : EarthWorld by Jacqueline Rayner BOOK,£8.09,£16.25
"3 Lot David Mitchell- The Bone Clocks, Cloud Atlas, Thinking about it only makes",£15.19,£47.61
"Candy Man, by Vincent King - paperback, Sphere Books, 1973",£4.00,£7.50
"Last And First Men by Olaf Stapledon (Paperback, 1999) Book English",£14.07,£11.22
"Involution Ocean, by Bruce Sterling - paperback, Legend Books, 1988",£4.00,£7.50
"10 Doctor Who Novels - Target Books 1980's ""Classic Stories""",£45.07,£19.70
The Empire Strikes Back Movie Journal Vtg STAR WARS Film Book ALAN ARNOLD Book,£93.96,£16.88
ISAAC ASIMOV Vtg RAY BRADBURY Vtg ARTHUR C CLARKE Vtg ROBERT HEINLEIN Vtg SCI FI,£68.90,£16.88
"The Liberation's Child, Very Good Condition, Lucy Cruickshanks, ISBN 1846975778",£6.48,£5.20
"Islands in the Sky, by Arthur C. Clarke - paperback, Puffin Books, 1972",£3.50,£7.50
Last and First Men by Olaf Stapledon 1963 UK Penguin PB - Vintage VGC,£9.99,£8.00
"A Case of Conscience, by James Blish - SF paperback, Arrow Books, 1975",£5.00,£7.50
The Official Jurassic Park Annual  ~ Hardcover 1993 ~ Dinosaurs A4 Size,£2.37,£28.95
CHRISTOPHER LEE X Certificate 1975 Vintage CHRISTOPHER LEE 1st Edition STAR Book,£68.90,£16.88
S. D. PERRY Virus FIRST EDITION 1998 Virus Movie Virus Comic Movie Media Tie In,£92.08,£16.88
"The Non Born King + The Adversary, by Julian May - Saga of the Exiles 3 & 4",£6.00,£17.50
STAR WARS Books x 17 Jedi Academy Jedi Apprentice Last Of The Jedi Boba Fett,£56.35,£31.20
"The Gap Cycle series x 4 - Stephen Donaldson, Conflict, Vision, Power, Madness",£25.34,£25.34
Harry Harrison DEATHWORLD 3 1977 Vtg Harry Harrison Vtg Space Opera Sphere Books,£14.40,£16.88
William Shatner TEK LAB Tek War 3 1991 Vtg William Shatner Vtg Wonder Drug Book,£14.40,£16.88
EDGAR RICE BURROUGHS Warlord of Mars 1978 Vtg EDGAR RICE BURROUGHS Vtg Warlord,£87.69,£16.88
The Elves of Cintra Genesis of Shannara 2007 Terry Brooks First Edition Rare,£36.64,£36.64
"The Need by Helen Phillips (Large Paperbacks, 2019)",£8.99,£28.95
RICHARD PINI Dark Houses 1993 Vtg 1st Edition ELFQUEST Book Nancy Springer RARE,£219.24,£16.88
Doctor Who - The Tribe Of Gum - Scriptbook p/b,£1.00,£12.85
Doctor Who - The Cave-Monsters - Malcolm Hulke - p/b,£1.00,£12.85
"Other Days, Other Eyes, by Bob Shaw - classic SF paperback, Pan Books, 1974",£12.00,£7.50
"Boston, Lucy; Curfew & Other Eerie Tales; Hardcover; Swan River Press",£142.42,£10.00
BIG DEEP - Frank S. Pepper 1st Edition 1977 Vintage Sci Fi Venture Books RARE PB,£14.09,£7.33
Doctor Who: Dreams of Empire by Justin Richards  BOOK ,£8.99,£16.25
"Brave New World, Aldous Huxley, Good Condition, ISBN 0060929871",£9.07,£4.81
"The world in winter (Sphere popular classics), John Christopher, Good Condition,",£13.97,£2.36
"Sexual Chemistry, by Brian Stableford - paperback, Pocket Books, 1993",£8.00,£10.00
APOLLO 13 The Junior Novelization APOLLO 13 Movie Book Vtg APOLLO 13 Film Book ,£37.58,£16.88
Bill Myers MY LIFE TORPEDO TEST TARGET Incredible Worlds of Wally Mcdoggle 6,£10.01,£16.88
Richard Matheson - The Shrinking Man  Paperback,£1.99,£9.50
"MOCKINGBIRD, A NOVEL by Walter Tevis, Hardcover. 1st British.",£124.03,£28.95
"The Neutral Stars, by Dan Morgan & John Kippax - paperback, Pan Books, 1975",£4.00,£7.50
Doctor Who The Planet Of Evil by Terrance Dicks 1977 1st Edition Paperback,£8.99,£6.80
(Good)-The Giant Book of Fantastic SF (Science Fiction)_ (Paperback)--1854876074,£5.09,£5.71
Final Stage 1975 UK Penguin PB 1st - Vintage Sci-fi VGC Philip K. Dick - Pelham ,£19.99,£8.00
" City of the Chasch, by Jack Vance - SF paperback, Mayflower Books, 1974",£4.00,£7.50
"More Than Superhuman, by A.E.Van Vogt - NEL, 1975, cover art by David A. Hardy",£4.00,£7.50
THE GREAT SHARK ESCAPE The Magic School Bus Book Vintage Kids Science Book,£10.01,£16.88
ROBERT SILVERBERG Voyagers in Time Vtg H.G. Wells Vtg Michael Moorcock 1st Ed,£68.90,£16.88
Trail Of Cthulhu RPG Based On Gumshoe Hardback Roleplaying Game Book,£24.95,£29.95
"Through A Glass, Clearly by Isaac Asimov (Paperback, 1982)",£16.35,£11.22
John Christopher THE GUARDIANS hardcover + dj 1972 UK - author of the Tripods ,£9.75,£6.65
Judge Dredd  Regular and junior novelisation,£4.49,£8.50
"Deathlands: Pandora's Redoubt, by James Axler - paperback, Gold Eagle, 2000",£6.00,£9.00
"Earthblood, by James Axler - paperback, Gold Eagle, 1993",£6.00,£10.00
"Earthblood: Deep Trek, by James Axler - paperback, Gold Eagle, 1994",£6.00,£10.00
BEYOND THE BARRIER by DAMON KNIGHT - CLASSIC SCIENCE FICTION PB NOVEL [NnE],£3.99,£12.00
"Martian Time-Slip, Dick, Philip K, Good Condition, ISBN 9781407244099",£4.04,£3.18
Poul Anderson FIRE TIME 1977 Vtg Poul Anderson Book Vtg Sci Fi 70s PANTHER Books,£31.32,£16.88
Michen Frayn THE TIN MEN 1974 Vtg Michen Frayn Vtg Sci Fi Book Vtg Robot Book,£31.32,£16.88
Donald F. Glut STAR WARS THE EMPIRE STRIKES BACK 1980 Vtg STAR WARS Movie Book,£31.32,£16.88
REVOLT ON ALPHA C ROBERT SILVERBERG VINTAGE SCI FI BOOK 1959,£2.99,£25.85
STAR WARS: THE ADVENTURE CONTINUES • Book 2 • The Lost City Of The Jedi • ,£2.95,£4.95
"So Bright The Vision, by Clifford D. Simak - paperback, Methuen Books, 1978",£3.00,£7.50
"The Field Guide (Spiderwick Chronicle),Tony DiTerlizzi, Holly Black",£2.14,£4.99
Doctor Who The Feast of the Drowned by Stephen Cole 2006 Science FIction Rare,£31.01,£28.19
Star Wars Hardcover Book The New Jedi Order Balance Point Kathy Tyers Rare,£33.83,£28.19
"Watchtower, by Elizabeth A. Lynn - paperback, Hamlyn Books, 1981",£3.00,£7.50
October the First is Too Late by Fred Hoyle 1974 UK Penguin PB - Vintage,£7.99,£8.00
"Borderline, by Vercors - SF paperback, NEL Books, 1976, Tim White cover art",£6.00,£7.50
BBC Doctor Who Tardis Model-Making Kit 2007 Sealed Free Postage,£31.01,£28.19
The Nightmare Dream Jonatha Ariadne Caspian Possibility Wars #3 TORG Novel Rare,£31.01,£28.19
K.A. APPLEGATE The Beginning ANIMORPHS 54 Alien Book TEEN SCI FI TV Media Tie IN,£27.56,£16.88
ROBERT HEINLEIN Stranger in a Strange Land 1977 Vtg ROBERT HEINLEIN Book Sci Fi,£25.05,£16.88
"The Fleet Book 1, edited by David Drake & Bill Fawcett - Ace Books, 1988",£4.00,£7.50
OVER HERE HARV! And Other Stories Bruce Dawe 1983 Australian YA Fiction RARE Pb,£22.49,£16.88
"A World of Difference, by Robert Conquest - paperback, Sphere Books, 1970",£3.00,£7.95
"Warhammer 40K Black Legion Aaron Dembski-Bowden (Paperback, 2018)",£13.52,£20.75
Priests of Mars Issue 28 Graham McNeil Sealed New Black Library Warhammer GW,£15.00,£26.00
"Doctor Who: Galaxy Four, by William Emms - paperback, Target Books, 1986",£4.00,£7.50
"Hell Divers II: Ghosts (Hell Divers Series, 2), Very Good Condition, Smith, Nich",£5.06,£5.12
"Close To Critical, by Hal Clement - paperback, Ballantine Books, 1975",£4.00,£7.95
"THE RETURN P,Victoria Hislop",£2.97,£4.99
"House Of Zeor, by Jacqueline Lichtenberg",£3.35,£5.07
"E.E. Doc Smith x6 - Vortex, skylark, galactic, lens, lensmen, lord tedric",£28.16,£16.88
CHOOSE YOUR OWN ADVENTURE #113 THE LOST NINJA GAMEBOOKS Ninjutsu MARTIAL ARTS,£23.80,£16.88
ROBERT A. HEINLEIN Space Family Stone Vtg Robert Heinlein Book 1985 Vtg NEL Book,£25.05,£16.88
"Warhammer 40,000 Legends Collection No 6 Dark Apostle By Anthony Reynolds",£14.00,£17.50
"The Naked Sun, by Isaac Asimov - classic SF, Panther, 1969 reprint",£4.00,£7.50
"Lin Carter - Horror Wears Blue – US 1st Doubleday h/c – November 1987 - ""Zarkon""",£35.00,£18.60
"Wild Jack by Christopher, John Beaver books paperback dystopian scifi ",£8.40,£9.02
"Paladin of Souls by Lois McMaster Bujold (Large Paperback, 2003)",£9.56,£28.95
"Signed Book - Moon Witch, Spider King: Dark Star Trilogy 2 by Marlon James 1st E",£19.99,£17.99
"The Deathworms of Kratos, by Richard Avery (Edmund Cooper) Coronet 1975",£5.00,£7.50
The New Star Trek Novel Covenant of the Crown by Howard Weinstein Paperback 1989,£1.75,£8.50
WALT and LEIGH RICHMOND Siva Vtg Sci Fi Book Planet Energy Book Pyramids Book,£25.05,£16.88
"Vintage 1994 ‘Dragonlord Of Mystara’ By Thorarinn Gunnarsson, PB Mystara Books",£28.19,£11.84
"Stranglers’ Moon, by E.E. 'Doc' Smith - SF paperback, Panther, 1977",£4.00,£7.50
"New SHERI S. TEPPER 3x SF Novels ""SIX MOON DANCE/GATE TO WOMEN'S COUNTRY/GRASS"" ",£10.98,£15.95
"The Best of Fredric Brown - paperback, Del Rey Books, 1977",£8.00,£10.00
"Space Cops: High Moon, by Diane Duane & Peter Morwood - Avon Books, 1992",£5.00,£7.50
Isaac Asimov - A Whiff of Death PB Sphere (1973),£4.99,£6.00
Christopher Anvil - Strangers in Paradise - vintage 1969 paperback,£4.50,£4.00
"The Other Side of the Sky, by Arthur C. Clarke - SF paperback, Corgi Books, 1969",£4.00,£7.50
ALAN DEAN FOSTER Cyber Way 1992 ORBIT BOOK VINTAGE Alan Dean Foster Book SCI FI,£18.79,£16.88
"Star Wars Jedi Apprentice: #15 The Death of Hope - Jude Watson (Paperback,2001)",£45.10,£19.06
Phillip Mann MASTER OF PAXWAX Book 1993 Vtg Phillip Mann Book Vtg Alien Book,£12.53,£16.88
GILLIAN RUBINSTEIN Skymaze Vtg GILLIAN RUBINSTEIN Space Demons 2 Vtg Demon Book,£14.40,£16.88
Brad Strickland THE STAR GHOST Star Trek Deep Space Nine Book 1994 Vtg Star Trek,£12.53,£16.88
"Hour of the Horde, by Gordon R. Dickson -  paperback, DAW Books, 1981",£5.00,£7.50
"Earth is Room Enough by Isaac Asimov - paperback, Panther 1972 reprint",£4.00,£7.50
"Second Stage Lensman, E. E. ""Doc"" Smith - Panther, 1973, Chris Foss cover art",£5.00,£7.50
"Warhammer 40,000: Rites of Passage by Mike Brooks (Hardcover Book)",£56.38,£39.10
BBC Doctor Who Tardis Model-Making Kit 2007 Sealed Free Postage,£31.01,£28.19
ALAN DEAN FOSTER Startrek Log 4 Vtg Startrek Book Vtg Alan Dean Foster Vtg Scifi,£20.04,£16.88
"Tales of the Wonder Club, Vol. I of III by Alexander Huth, Fiction, Fantasy by ","£1,326.74",£7.20
"War Of The Roses, Stormbird Trinity Bloodline (2014) 3x Book Novel Lot - Fantasy",£15.79,£19.62
Star Wars Galaxy of Fear #10 The Doomsday Ship RARE,£71.60,£19.06
ALAN DEAN FOSTER Icerigger 1976 Vtg ALAN DEAN FOSTER Vtg Sci Fi Vtg NEL Book 70s,£20.04,£16.88
Edward Packard THE CAVE OF TIME 1979 CHOOSE YOUR OWN ADVENTURE Book 1 CYOA Book,£16.28,£16.88
THE CROOKED COMPUTER William G. Shingler Jr. 1979 Early  Man VS Computer RARE PB,£28.98,£16.88
Doctor Who Sick Building Paul Magrs 2007 Hardcover Book First Edition Rare,£33.83,£28.19
Warhammer 40k Visions of War The Art of Space Marine Battles Limited Edition,£160.42,£22.94
Timeline - Michael Crichton - Movie Tie In Paperback Arrow Books,£9.58,£17.93
"The Fleet Book 5: Total War, David Drake & Bill Fawcett - Ace Books, 1990",£6.00,£7.50
"The Stone Dogs, by S.M. Stirling - paperback, Baen Books, 1990",£6.00,£15.00
"Behold the Man by Michael Moorcock - SF paperback, Mayflower, 1976 reprint",£6.00,£7.50
1st Ed Star Wars: Darksaber byKevin J. Anderson Hardcover,£12.63,£31.00
1st Ed Star Wars Book Episode 1 The Phantom Menace Large Hardcover Terry Brooks,£11.16,£31.00
The Word for World is Forest - Handbound artisanal hardback - Ursula K Le Guin ,£24.00,£15.00
"Stories From Outer Space, by Raj Sacranie, Illustrated John Gosler - HB/DJ 1979",£11.25,£28.95
"Baneblade (Warhammer 40k) by Guy Hayley, Paperback, Pre-owned.",£28.19,£19.62
"STORM BREAKING,Mercedes Lackey 1st Ed/1st Print Numbered The Mage Storms Book 3",£56.32,£28.95
ROBERT A. HEINLEIN Podkayne of Mars 1978 Vintage Robert Heinlein Book Vtg Sci Fi,£31.32,£16.88
Nickelodeon TEENAGE MUTANT NINJA TURTLES Book 1-3 3 Pack ACTION Comedy SUPERHERO,£45.19,£16.88
Winter in Eden! 1st Edition 2001 Book by Harry Harrison!,£19.73,£28.95
The Heart Of A Dog by Mikhail Bulgakov 1968 UK 1st/1st HB Harvill Press,£49.99,£25.00
Monkey Planet by Pierre Boulle Penguin Science Fiction vintage paperback 1966,£36.62,£10.71
Peter F Hamilton - Night Without Stars - 1st/1st (2016 First Edition DJ),£19.95,£23.50
Star Wars: Jedi Quest: #2 Trial of the Jedi + #4 Master Disguise by Jude Watson ,£10.15,£19.06
"Moving Mars by Greg Bear (Paperback, 1993) 1st Edition | Sci-fi",£9.13,£38.45
Little Machines SIGNED Paul McAuley 2005 Limited Numbered,£85.00,£29.50
"The Host Man by Andrew Hamilton (Hardcover, 1975) Vintage",£11.25,£28.95
John Wyndham WEB 1983 Vintage John Wyndham Book Skeleton Cover Skull Cover Book,£25.05,£16.88
GEORGE R.R. MARTIN Nightflyers TV Show Book Netlfix American HORROR Book Sci Fi,£14.40,£16.88
The Muller-Fokker Effect by John Sladek 1972 UK Panther PB 1st - Vintage - VGC,£6.99,£8.00
"Warhammer 40,000: Deathwatch - The Long Vigil (Hardcover Book)",£56.38,£39.10
The Loop 3: The Arc by Ben Oliver,£6.98,£17.99
"Warhammer 40,000 Legends Collection No 6 Dark Apostle By Anthony Reynolds",£14.00,£17.50
"New SHERI S. TEPPER 3x SF Novels ""THE FAMILY TREE""/""SHADOW'S END""/""THE AWAKENERS",£12.98,£15.95
"Time's Last Gift, by Philip José Farmer - SF paperback, Panther/Granada, 1979",£3.00,£7.50
"False Dawn, by Chelsea Quinn Yarbro - SF paperback, Granada, 1981",£4.00,£7.50
8 books by Anne Rice feast of all saints Queen of the damned Pandora vittorio,£33.23,£27.06
"When We Were Birds, Very Good Condition, Banwo, Ayanna Lloyd, ISBN 0241502799",£8.51,£8.14
BRUCE BAUGH Judgement Day 1st Edition BRUCE BAUGH 1st Edition RARE Paperback,£106.48,£16.88
ALAN DEAN FOSTER Cat-A-Lyst 1992 Vtg Alan Dean Foster 1st Edition Orbit Book,£54.49,£16.88
ALGIS BUDRYS The Furious Future 1975 Vtg ALGIS BUDRYS Vtg Sci Fi Quartet Books,£18.79,£16.88
"Sorcerer's Feud, Very Good Condition, Kerr, Katharine, ISBN 1940121027",£6.32,£6.41
"Turn Left at Thursday, by Frederik Pohl - paperback, Ballantine Books, 1961",£5.00,£7.50
"Warhammer 40,000: Rites of Passage by Mike Brooks (Hardcover Book)",£56.38,£39.10
"Warhammer 40,000: The Voice of Mars by David Guymer (Paperback Book)",£45.10,£39.10
ANNE McCAFFREY The Ship Who Won Vtg JODY LYNN NYE Vtg ANNE McCAFFREY Book 2000,£18.79,£16.88
Wynne N. Whiteford BREATHING SPACE ONLY 1980 SIGNED Wynne N. Whiteford Autograph,£81.43,£16.88
"Warhammer 40,000: Ahriman - Exile by John French (Paperback Book)",£45.10,£39.10
"Whipping Star, by Frank Herbert - paperback, NEL, 1973, Bruce Pennington cover",£5.00,£7.50
"3001: The Final Odyssey by Arthur C. Clarke (Paperback, 1997) Book English",£19.96,£11.22
Andre Norton SPELL OF THE WITCH WORLD Book 1978 Vtg Andre Norton Vtg Witch Book,£10.64,£16.88
The Fountains Of Paradise Arthur C. Clarke 1980 Sci-Fi Giant Space Elevator Rare,£28.19,£28.19
MICHAEL CRICHTON Prey 2002 Robot Book author of JURASSIC PARK Horror Book,£10.01,£16.88
DOUGLAS ADAMS The Restaurant at the End of the Universe Vintage Douglas Adams,£12.53,£16.88
Doctor Who: Hope by Mark Clapham   BOOK ,£8.09,£16.25
Vincent King ANOTHER END 1972 Vtg Vincent King 1st Edition Vtg Sci Fi Vtg Robot,£18.79,£16.88
"Revolt of the Micronauts, by Gordon Williams - SF paperback, NEL, 1981",£8.00,£7.00
"Warhammer 40,000: Blackstone Fortress - Ascension by Darius Hinks (Hardcover)",£56.38,£39.10
Black Easter or Faust Aleph-Null by James Blish 1972 UK Penguin PB 1st - VGC,£34.99,£18.00
Patrick Ness Chaos walking 3 Books Box set - Paperback by Ness Patrick Book The,£17.99,£8.00
"Doctor Who Sick Building,Paul Magrs",£1.90,£4.99
FRANK HERBERT Pandora Trilogy PB Novels JESUS INCIDENT/LAZARUS EFFECT/ASCENSION,£9.98,£12.99
"Ten From Tomorrow, E C Tubb - 1968 Sphere Science Fiction Paperback",£4.95,£6.80
"Assemblers of Infinity, by Kevin J Anderson & Doug Beason, Bantam Books, 1993",£6.00,£10.00
"Up the Line, by Robert Silverberg - SF paperback, Sphere Books, 1975",£5.00,£7.50
SIMPSONS COMICS Colossal Compendium Vol. 1 2015 Cartoons Graphic Novels HUMOR PB,£24.38,£16.88
DOUGLAS ADAMS The Restaurant At The End of the Universe HitchHikers Galaxy Book,£18.79,£16.88
"A Song for Lya: And Other Stories, Martin, George R R, Good Condition, ISBN 1930",£29.98,£11.35
The Fountains Of Paradise - Arthur C Clarke 1st EDITION 1979 HBDJ Vintage,£10.71,£28.95
"Interstellar Two-Five by John Rankine (Paperback, 1968) Book English",£14.94,£11.22
JOHN SLADEK 3xVintage SF PBs Reproductive System/Steam-Driven Boy/Alien Accounts,£11.49,£6.99
Five Minds: A Financial Times Book of the Year by Guy Morpuss,£8.80,£17.99
Dune Messiah by Frank Herbert  New English Library Paperback Book ,£8.40,£7.33
"Star Wars DK Readers Collection, Lindsay Kent, Shari Last, Kate Simkins, Laura B",£3.11,£7.17
"When Harlie Was One, by David Gerrold - classic SF paperback, Ballantine, 1972",£6.00,£7.00
BRIAN M. STABLEFORD The City of The Sun 1980 Vtg BRIAN M. STABLEFORD Book 80s,£18.79,£16.88
ALAN DEAN FOSTER The Moment of the Magician Vintage Alan Dean Foster VTG Fantasy,£50.11,£16.88
"The Thurb Revolution, by Alexei Panshin - SF paperback, Ace Book G-762, 1968",£5.00,£7.50
Mary and the Giant by Philip K. Dick 1989 UK Paladin PB 1st - Vintage - VGC,£29.99,£18.00
New Writings in SF-10 Edited by John Carnell 1967 1st Edition Corgi Paperback ,£9.99,£6.80
THE VOID CAPTAIN'S TALE Novel by NORMAN SPINRAD Vintge PB [Granada 1st Ed.1984] ,£3.78,£4.49
"Warhammer 40,000: The Last Chancers - Armageddon Saint by Gav Thorpe (Hardcover)",£56.38,£39.10
"Dark Inferno, by James White - vintage SF paperback, Corgi, UK, 1974",£4.00,£6.80
"HEINLEIN The Moon is a Harsh Mistress (New English Library, 1977)",£13.50,£16.95
"SIGNED FIRST Edition,1st printing ,Queen of Storms ,Raymond Feist, NEW Hardback",£29.98,£29.98
"Warhammer 40,000: Deathwatch - The Long Vigil (Hardcover Book)",£56.38,£39.10
FRANK HERBERT The Dragon in the Sea 1982 Vtg FRANK HERBERT Book NEL Paperback,£25.05,£16.88
JAMES AXLER RED HOLOCAUST Deathlands Book 1st Australian Paperback Ed Vtg Sci Fi,£25.05,£16.88
RICHARD COWPER Clone 1981 Vtg RICHARD COWPER Book Vtg Pan Book Ian Pollock Book,£25.05,£16.88
All You Need is Kill by Hiroshi Sakurazaka. 2013 3rd Edition US Paperback. ,£8.95,£9.85
Ready Player One by Ernest Cline YA Dystopia Science Fiction Adventure Paperback,£6.17,£16.91
Spy In Space by Patrick Moore. A Scott Saunders Adventure No 1 1979  Paperback.,£5.49,£6.80
"Transit by Edmund Cooper - paperback, Coronet, 1974, cover art by Chris Foss",£4.00,£7.50
ALGIS BUDRYS The Furious Future 1975 Vtg ALGIS BUDRYS Vtg Sci Fi Quartet Books,£18.79,£16.88
ANNE McCAFFREY The Ship Who Won Vtg JODY LYNN NYE Vtg ANNE McCAFFREY Book 2000,£18.79,£16.88
"James Gunn - The Dreamers - classic SF paperback, Methuen, 1982",£3.00,£7.00
Arthur D. Howden Smith - Grey Maiden - Time-Lost - US 1st pbck edition - 1974,£8.00,£12.50
"Star Wars: Knights of the Old Republic Volume 1, 2, 3, 4 - Commencement TPB",£101.48,£39.41
ROSWELL No Good Deed 1st Edition Book Sci Fi Book Roswell TV Show UFO Book,£26.31,£16.88
H.G. WELLS In The Days of the Comet Book Vtg H.G. WELLS FONTANA Science Fiction,£26.31,£16.88
K.A. APPLEGATE The Beginning ANIMORPHS 54 Alien Book TEEN SCI FI TV Media Tie IN,£27.56,£16.88
M.D. Spenser HUMANO MORPHS #3 Caution 2000 like Animorphs author of Shivers ,£13.73,£16.88
